Compound	KEGG_ID
"16beta-Methyl-D-homo-17a-oxa-5alpha-androstane-3,17-dione"	C14980
3beta-(Acetyloxy)-5alpha-androst-16-ene-16-carboxaldehyde	C15001
"3-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)cyclopentanone"	C15134
(2-Isopropyl-1-benzofuran-3-yl)(4-hydroxyphenyl)methanone	C15191
16beta-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	C15253
"17,21-Epoxy-9-fluoro-11beta-hydroxypregn-4-ene-3,20-dione"	C15309
6alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	C15321
"Androst-5-ene-3beta,17beta-diol 3-tetrahydropyranyl ether"	C15345
17beta-Hydroxy-7alpha-methylandrost-4-en-3-one propionate	C15374
"9-Chloro-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione"	C15407
2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	C15408
Flavanone 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]	C15579
"(9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid"	C16316
"(9S,10E,12Z,15Z)-9-Hydroperoxy-10,12,15-octadecatrienoate"	C16321
"(2R)-(9Z,12Z,15Z)-2-Hydroxyoctadecatri-9,12,15-enoic acid"	C16342
"(7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid"	C16513
"2-cis,6-cis,10-trans,14-trans-Geranylfarnesyl diphosphate"	C17435
"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dicarboxylic acid"	C19204
4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide	C19605
"6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol"	C19859
alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid IVA	C19883
[Lysine-biosynthesis-protein LysW]-C-terminal-L-glutamate	C19885
"6-Bromo-3-(bromomethyl)-7-methyl-2,3,7-trichloro-1-octene"	C19916
"(9R,10E,12Z,15Z)-9-Hydroperoxyoctadeca-10,12,15-trienoate"	C19936
"Brevetoxin B, 43-chloro-41-deformyl-41,43-dihydro-41-oxo-"	C20015
Pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside	C20492
"2,5-Dihydroxy-3,6-bis(2-methylpropyl)pyrazine bis-N-oxide"	C20515
7-(2-Hydroxy-3-amino-3-carboxypropyl)wyosine in tRNA(Phe)	C20661
"(8E,10S,12Z,15Z)-10-Hydroperoxyoctadeca-8,12,15-trienoate"	C20704
"(4R,5R)-4,5-Dihydroxycyclohexa-1(6),2-diene-1-carboxylate"	C20710
"3alpha,7alpha,15alpha-Trihydroxy-5beta-cholan-24-oic acid"	C20868
"3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate"	C20953
"5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide"	C00194
"(5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate"	C00909
"3-Hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone"	C02785
"1,2-Diacyl-sn-glycero-3-phospho-(1'-inositol-4'-phosphate)"	C04021
"UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine"	C04652
Biotin-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	C04727
5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C04734
beta-D-Galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl-R	C04750
O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate	C04767
Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose	C04789
"N-Acetyl-beta-D-mannosaminouronosyl-1,4-lipopolysaccharide"	C04790
"beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein"	C04791
"5,6-Dihydro-2,3,9,10-tetramethoxydibenzo[a,g]quinolizinium"	C05315
"5(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid"	C05356
"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone"	C05805
"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone"	C05815
"2,3-Epoxy-2,3-dihydro-2-methyl-3-phytyl-1,4-naphthoquinone"	C05849
"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one"	C05903
"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)benzopyrylium chloride"	C05904
NeuAc-alpha2->8NeuAc-alpha2->3Gal-beta1->4Glc-beta1->1'Cer	C06133
"(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate"	C06318
"[Ribulose-1,5-bisphosphate-carboxylase]-N6-methyl-L-lysine"	C06404
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine	C06432
"5-Amino-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid"	C06469
"4-(Ethylamino)-2-hydroxy-6-(isopropylamino)-1,3,5-triazine"	C06552
"4-Methylcyclohexa-3,5-diene-1,2-cis-diol-1-carboxylic acid"	C06729
"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl coenzyme A"	C07160
"5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione"	C07422
"7-Chloro-1,3-dihydro-5-phenyl-(2H)-1,4-benzodiazepin-2-one"	C07486
"1-(1-Phenylethyl)-imidazole-5-carboxylic acid, ethyl ester"	C07522
Naringenin 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]	C09789
"Lythran-12-one, 4'',5''-dimethoxy-2'-hydroxy-, (10-alpha)-"	C10585
3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate	C11321
"3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole"	C11566
"2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole"	C11571
N-Acetyl-phenylalanyl-norleucyl-arginyl-phenylalanyl-amide	C11606
"3-Methoxy-3,4-dihydro-[1,3]-dioxolo-[4,5-j]-phenanthridine"	C12199
"N-Methyl-2,3,7,8-tetramethoxybenzophenanthridine-6(5H)-one"	C12224
"4,9-Dihydroxy-2-methyl-11H-benzo[b]fluorene-5,10,11-trione"	C12391
(R)-2-Amino-2-(3-hydroxy-5-methyl-4-isoxazolyl)acetic acid	C13739
"9,10-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoic acid"	C13808
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol 3-phosphate	C13889
GalNAc-beta1->4GlcNAc-beta1->3Man-beta1->4Glc-beta1->1'Cer	C13922
"1,1-Dichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethylene"	C14133
"(E)-1,1'-(1,2-Diethyl-1,2-ethenediyl)bis(4-methoxybenzene)"	C14391
"2-Chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate"	C14513
"6-Methyl-2,3-quinoxalinedithiol cyclic S,S-dithiocarbonate"	C14514
"(5Z,8Z,12E)-11,14,15-Trihydroxyeicosa-5,8,12-trienoic acid"	C14814
"(5Z,9E,11Z,14Z)-(8R)-8-Hydroxyeicosa-5,9,11,14-tetraenoate"	C14824
"(10E)-(9S,12S,13S)-9,12,13-Trihydroxyoctadec-10-enoic acid"	C14833
"6-(1,2,3,4-Tetrahydro-6-methoxy-2-naphthyl)-2(1H)-pyridone"	C14900
"6-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone"	C14902
"3beta,21-Dihydroxy-pregna-5,7,9(11)-trien-20-one diacetate"	C14924
m-(beta-Acetyl-alpha-ethyl-p-hydroxyphenethyl)benzoic acid	C14935
"3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol"	C14945
"2alpha-(Hydroxymethyl)-5alpha-androstane-3beta,17beta-diol"	C14970
"2-(4-Hydroxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one"	C14986
"3-(4-Methoxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one"	C15076
6-Hydroxy-2-(4-hydroxyphenyl)-3-benzofuranyl methyl ketone	C15110
"(2-Butylbenzofuran-3-yl)(4-hydroxy-3,5-diiodophenyl)ketone"	C15143
"17alpha-Methyl-5alpha-androstane-3beta,11beta,17beta-triol"	C15285
"3-Methoxy-19-nor-17alpha-pregna-1,3,5(10),20-tetraen-17-ol"	C15388
"1alpha,5alpha-Epidithio-17a-oxa-D-homoandrostan-3,17-dione"	C15390
"3-(2-Propenyloxy)estra-1,3,5(10)-triene-16beta,17beta-diol"	C15443
16alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	C15447
"2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone"	C17562
"4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene"	C18301
"(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate"	C18321
4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone	C19563
"3,7-Dihydro-3,7-dimethyl-1H-purine-2,6-dione, calcium salt"	C19601
"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose"	C19971
N-((4-H ydroxy-3-methoxyphenyl)methyl)-7-methyl-octanamide	C20216
Anthocyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside	C20474
"2-Amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoic acid"	C20644
"(2R,4S)-1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl diphosphate"	C20664
[CysO sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine	C20729
1-O-Alkyl-2-O-acyl-3-beta-(3'-sulfogalactosyl)-sn-glycerol	C20825
"3alpha,7alpha,16alpha-Trihydroxy-5alpha-cholan-24-oic acid"	C20866
3-{[(2E)-4-Amino-4-oxobut-2-enoyl]amino}-L-alanyl-L-valine	C20962
"(5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate"	C00696
"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one"	C01304
3-(3-Amino-3-carboxypropyl)-N6-(delta2-isopentenyl)-adenine	C01804
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oylglycine"	C01921
1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine	C04792
"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione"	C04793
3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	C04794
"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"	C04796
"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"	C04797
"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone"	C04798
Colominic acid(non-reducing N- or O-acylneuraminyl residue)	C04799
"D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan"	C04800
[3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	C04801
5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	C04823
GalNAc-beta1->4Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer	C04924
"2,4,6-Tris(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl-R"	C04934
"(5S,6E,8Z,11Z,14Z)-5-Hydroperoxyicosa-6,8,11,14-tetraenoate"	C05356
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA"	C05460
"1,2-Diacyl-3-O-(acyl(1->6)-O-beta-D-galactosyl)-sn-glycerol"	C06038
"cis-5,6-Dihydroxy-4-isopropylcyclohexa-1,3-dienecarboxylate"	C06579
"cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate"	C06729
"3-Methyl-6-prop-1-en-2-ylfuro[3,2-f][1]benzofuran-4,8-dione"	C10322
"Cevane-3-beta,4-beta,12,14,16-beta,17,20-heptol, 4,9-epoxy-"	C10828
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C11436
"3-Methyl-1,2,3,4-tetrahydroxybutane-1,3-cyclic bisphosphate"	C11453
"dTDP 1-ester with 2,6-dideoxy-L-erythro-hexopyranos-3-ulose"	C11932
"Methyl5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate"	C12245
"18-Carbamoyl-3,5,7,9,11,13,15,17-octaoxo-octadecanoyl-[acp]"	C12441
"10,11-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoic acid"	C13807
"1,1,1-Trichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"	C14187
"2-(2-Chlorophenyl)-2-(4-chlorophenyl)-1,1,1-trichloroethane"	C14187
6alpha-Methyl-9alpha-fluoro-17-acetoxy-21-deoxyprednisolone	C14629
"3-(2,4-Cyclopentadien-1-ylidene)-5alpha-androstan-17beta-ol"	C14915
3beta-(Acetyloxy)-5beta-methyl-6beta-chloroestr-9-en-17-one	C14957
"3-Methoxy-16-octylestra-1,3,5(10)-triene-16beta,17beta-diol"	C14994
"3-Methoxy-16-ethylestra-1,3,5(10)-triene-16beta,17beta-diol"	C14995
1-[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-3-yl]ethanone	C15110
"9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione"	C15155
3beta-Hydroxy-16-phosphonopregn-5-en-20-one monoethyl ester	C15173
"3-(2-Propenyloxy)estra-1,3,5(10)-triene-16alpha,17beta-diol"	C15254
3beta-[(Tetrahydro-2H-pyran-2-yl)oxy]androst-5-en-17beta-ol	C15345
Uridine 5'-diphospho-beta-(4-deoxy-4-formamido-L-arabinose)	C16154
"(9Z,11E,15Z)-(13S)-13-Hydroxyoctadeca-9,11,15-trienoic acid"	C16316
"(9S)-(10E,12Z,15Z)-9-Hydroxyoctadecatri-10,12,15-enoic acid"	C16326
"(2E,6E,10R)-10,11-Epoxy-3,7,11-trimethyldodeca-2,6-dienoate"	C16504
Peptide 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine	C16720
trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester	C17513
beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate	C18050
"2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one"	C18910
4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone	C19566
"(5S,6S)-6-Amino-5-hydroxycyclohexane-1,3-diene-1-carboxyate"	C19830
"Yessotoxin, 3-de(2-(sulfooxy)ethyl)-3-(3-(sulfooxy)propyl)-"	C20011
"10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate"	C20151
Und-PP-MurNAc-(GlcNAc)-L-Ala-D-Glu-LL-dap-(Gly)-D-Ala-D-Lac	C20882
3-{[(2E)-4-Amino-4-oxobut-2-enoyl]amino}-L-alanyl-L-leucine	C20964
8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C	C20975
"(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin"	C00268
"[beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n"	C00518
"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate"	C00909
"3,6-Dihydroxy-5-oxo-1,3,6-cycloheptatriene-1-carboxylic acid"	C01853
Benzyloxycarbonylarginyl-arginine 4-methylcoumarin-7-ylamide	C02334
N-[3-(4-Hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-yl]glycine	C02564
"(R-(R*,S*))-S-(3-Amino-3-carboxypropyl)-S-methylsulphoximide"	C03829
UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala	C04804
Oligosaccharide with 4-deoxy-alpha-D-gluc-4-enuronosyl group	C04810
"3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA"	C05450
"(R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide"	C05944
"2,3-Dihydroxy 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane"	C06650
"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoic acid"	C07357
4-(3-(2-Chlorophenothiazin-10-YL)propyl)-1-piperazineethanol	C07427
"10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide"	C07495
"(2E,4E)-N-(2-Methylpropyl)-2,4-tetradecadiene-8,10-diynamide"	C08396
"3beta,11beta-Diacetoxy-1alpha-hydroxykaura-16-ene-6,15-dione"	C09111
"(E,E)-1,5-Dimethyl-8-(1-methylethylidene)-1,5-cyclodecadiene"	C09672
Robinetinidol-(4alpha->8)-catechin-(6->4alpha)-robinetinidol	C10239
"5H-Pyrano(3,2-c)quinolin-5-one, 2,6-dihydro-2,2,6-trimethyl-"	C10731
4-[N-Methyl-4-(methylamino)-L-phenylalanine]virginiamycin S1	C11616
"(3S-trans)-3-Benzylhexahydropyrrolo(1,2-a)pyrazine-1,4-dione"	C11847
Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]	C12632
(S)-2-Amino-3-(3-carboxy-5-methyl-4-isoxazolyl)porionic acid	C13673
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol 3-diphosphate	C13890
"(5Z,8Z,12E,14Z)-(11R)-Hydroxyicosa-5,8,12,14-tetraenoic acid"	C14780
"(5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid"	C14813
"16-Butyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol"	C14931
3beta-Hydroxy-16beta-(hydroxymethyl)-5alpha-androstan-17-one	C14961
"N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-2,2,2-trifluoroacetamide"	C14971
S-(17beta-Hydroxy-3-oxoandrost-4-en-7alpha-yl)propanethioate	C14973
17beta-Hydroxy-2alpha-(methoxymethyl)-5alpha-androstan-3-one	C14978
"3beta,21-Dihydroxy-4,4,14-trimethyl-5alpha-pregn-8-en-20-one"	C14991
"11beta,17beta-Dihydroxy-6alpha,17-dimethylandrost-4-en-3-one"	C15011
"3-(2-Propenyloxy)estra-1,3,5(10)-triene-16,17-dione 16-oxime"	C15014
17beta-Hydroxy-2alpha-(hydroxymethyl)-5alpha-androstan-3-one	C15035
7-Hydroxy-3-(4-methoxyphenyl)-4-propyl-2H-1-benzopyran-2-one	C15051
7-Hydroxy-3-(4-methoxyphenyl)-4-methyl-2H-1-benzopyran-2-one	C15052
"17-[(Benzylamino)methyl]estra-1,3,5(10)-triene-3,17beta-diol"	C15163
42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin	C15182
"1alpha,2alpha,3beta,4alpha,5beta,6beta-Hexachlorocyclohexane"	C15214
17beta-Hydroxy-5alpha-androstan-3-one cyclohexanecarboxylate	C15283
"9-Fluoro-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione"	C15317
"17beta-Hydroxy-2alpha,17-dimethyl-4,9(11)-androstadien-3-one"	C15342
"2,2,2-Trifluoro-N-(6-oxo-6H-dibenzo[b,d]pyran-2-yl)acetamide"	C15394
"9-Chloro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one"	C15400
"3-Hydroxyestra-1,3,5(10)-trien-17-one O-(carboxymethyl)oxime"	C15430
Uridine 5'-diphospho-beta-(L-threo-pentapyranosyl-4''-ulose)	C16155
"(9S)-(10E,12Z,15Z)-9,10-Epoxyoctadecatri-10,12,15-enoic acid"	C16324
beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside	C16688
"5-(4-(2-Methyl-2-phenylpropoxy)benzyl)thiazolidine-2,4-dione"	C17303
"dTDP-[(2R,6R)-tetrahydro-6-methyl-5-oxo-2H-pyran-2-yl] ester"	C18032
N-[4-[2-(2-hydroxy-5-methylphenyl)diazenyl]phenyl]-acetamide	C19412
1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol	C19702
alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	C19875
"(3Z,6S)-3-Benzylidene-6-(2-methylpropyl)piperazine-2,5-dione"	C20521
"(1R,2E,6E,10R)-3,7-Dimethyl-10-isopropylcyclodeca-2,6-dienol"	C20576
"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate"	C00584
"(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate"	C00696
"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate"	C00909
"N-Acetyl-D-glucosaminyldiphospho-ditrans,octacis-undecaprenol"	C01289
[3-Methyl-2-oxobutanoate dehydrogenase (lipoamide)] phosphate	C01308
"4alpha,14alpha-Dimethyl-5alpha-ergosta-8,24(28)-dien-3beta-ol"	C01943
"5-Amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone"	C04798
"(6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid"	C04805
17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside	C04806
"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine"	C04807
D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	C04808
Membrane-derived-oligosaccharide 6-(glycerophospho)-D-glucose	C04809
"5D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxy-2-cyclohexen-1-one"	C04815
"(5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyicosa-5,9,11,14-tetraenoate"	C04822
N-{7-[(2-Sulfoethyl)dithio]heptanoyl}-3-O-phospho-L-threonine	C04832
GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer	C04884
"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA"	C05467
"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate"	C05817
"(1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate"	C05817
Gal-alpha1->3(Fuc-alpha1->2)Gal-beta1->3GlcNAc-beta1->3LacCer	C06130
N-(4-Chlorophenyl)-N'-(isopropyl)-imidodicarbonimidic diamide	C07631
"3-Butenenitrile, 2-(beta-D-glucopyranosyloxy)-3-methyl-, (S)-"	C08338
"{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid"	C08491
"(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin"	C09262
"Pyrrolo(2,1-b)quinazoline-3,7-diol, 1,2,3,9-tetrahydro-, (R)-"	C10743
N-(3-Benzooxazol-2-yl-4-hydroxy-phenyl)-2-p-tolyloxyacetamide	C11564
13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester	C11829
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine	C13880
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-pyrophosphate	C13890
1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C13894
"1,1,1-Trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"	C14389
"(E)-4-[1-Ethyl-2-(4-hydroxyphenyl)-1-butenyl]-1,2-benzenediol"	C14740
"17alpha-Ethinyl-11beta-methoxy-1,3,5(10)-estratrien-3,17-diol"	C14757
"(5Z,9E,11Z,14Z)-(8S)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid"	C14776
"(5Z,7E,11Z,14Z)-(9S)-9-Hydroxyicosa-5,7,11,14-tetraenoic acid"	C14779
"(5Z,8Z,12E,14Z)-(11R)-Hydroxyeicosa-5,8,12,14-tetraenoic acid"	C14780
"(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene"	C14796
"(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene"	C14797
"(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene"	C14798
"(5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid"	C14813
"(5Z,9E,11Z,14Z)-(8R)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid"	C14824
"(10E)-(9S,12R,13S)-12,13-Epoxy-9-hydroxyoctadec-10-enoic acid"	C14832
"(2beta,5alpha,17beta)-17-(Acetyloxy)-2-fluoro-androstan-3-one"	C14889
"4,4-Difluoro-17beta-hydroxy-17alpha-methyl-androst-5-en-3-one"	C14910
"3beta-Chloro-N,N-bis(2-chloroethyl)-androst-5-en-17beta-amine"	C14914
"3-Hydroxy-2-(4-morpholinylmethyl)estra-1,3,5(10)-trien-17-one"	C14926
"16-Propyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol"	C14934
"6beta-(Dimethylamino)-3beta,5-dihydroxy-5alpha-pregnan-20-one"	C14937
"2-(4-Ethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one"	C14948
"3-[(2,6-Dichlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one"	C14949
"3-[(2,4-Dichlorobenzylidene)amino]-6H-dibenzo[b,d]pyran-6-one"	C14950
17beta-Hydroxy-7alpha-mercaptoandrost-4-en-3-one 7-propionate	C14973
"11alpha,17beta-Dihydroxy-2alpha,17-dimethylandrost-4-en-3-one"	C15022
"17alpha-Methyl-2'H-androsta-2,4-dieno[3,2-c]pyrazol-17beta-ol"	C15033
"2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-2H-1-benzopyran-7-ol"	C15054
"7-Methoxy-2,2,4-trimethyl-3-(4-methoxyphenyl)-2H-1-benzopyran"	C15060
"3-Methoxy-5,10-seco-5,19-cycloandrosta-1(10),2,4-trien-17-one"	C15114
"3-Methoxy-5,19-cyclo-5,10-secoandrosta-1(10),2,4-trien-17-one"	C15114
"12alpha-Fluoro-11beta,17beta-dihydroxyandrosta-1,4-dien-3-one"	C15165
"9beta,11beta-Epoxy-17beta-hydroxy-17-methylandrost-4-en-3-one"	C15192
"(17Z)-3,11-Dioxopregna-4,17(20)-dien-21-oic acid methyl ester"	C15267
"11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one"	C15287
17beta-Hydroxy-6beta-methyl-5alpha-androstan-3-one propionate	C15331
"Estra-1,3,5(10)-triene-3,17beta-diol 3-(dihydrogen phosphate)"	C15424
"9-Fluoro-11beta,17-dihydroxypregn-4-ene-3,20-dione 17-acetate"	C15432
"6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate"	C16070
"(2R)-(9Z,12Z,15Z)-2-Hydroperoxyoctadecatri-9,12,15-enoic acid"	C16341
"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA"	C16387
